,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
25811,1001004,P00349942,M,26-35,3,B,2,0,1,5.0,,11529
25813,1003467,P00297742,M,26-35,14,A,1,1,8,17.0,,9875
25814,1001399,P00163142,M,18-25,17,C,1,0,6,8.0,,16695
25815,1005363,P00000642,M,55+,13,C,1,0,1,6.0,16.0,15426
25816,1003659,P00296042,M,18-25,4,C,1,0,8,13.0,16.0,7949
25818,1005676,P00002142,M,26-35,20,C,0,0,1,5.0,8.0,19501
25819,1001837,P00075542,M,26-35,2,B,1,0,8,13.0,,7781
25822,1001264,P00208742,M,26-35,1,A,3,0,1,6.0,16.0,11977
25824,1000959,P00303442,M,51-55,11,C,1,0,1,8.0,14.0,15359
25826,1002172,P00235842,M,18-25,20,B,2,0,11,15.0,16.0,4618
25828,1004510,P00231342,M,46-50,7,A,4+,1,5,8.0,14.0,3688
25830,1003935,P00207942,M,36-45,18,C,4+,0,6,8.0,,16211
25831,1002941,P0094942,M,36-45,12,B,1,1,4,8.0,,2854
25832,1002110,P00182142,M,51-55,11,C,3,0,1,5.0,6.0,15764
25833,1004802,P00142742,M,55+,1,B,3,1,5,14.0,,5367
25836,1005787,P00116142,M,26-35,20,B,0,0,10,13.0,16.0,23816
25837,1004007,P00312742,M,36-45,12,A,1,1,15,,,13077
25838,1000355,P00275542,M,18-25,3,B,2,0,1,,,15389
25839,1005972,P00223942,F,26-35,20,B,0,0,5,8.0,,1810
25840,1002225,P00221842,M,26-35,5,B,1,1,1,8.0,,8055
25841,1001457,P00220342,M,26-35,1,B,1,1,5,,,6893
25842,1002468,P00145442,M,51-55,1,A,4+,0,8,15.0,,7800
25844,1001496,P00130642,M,26-35,17,A,2,0,11,16.0,,4473
25846,1001328,P00289242,M,36-45,14,A,1,0,1,8.0,,11563
25847,1005957,P00130442,M,18-25,20,B,1,1,3,5.0,,7952
25849,1005897,P00162642,M,26-35,20,C,3,1,5,8.0,,6923
25850,1002409,P00306242,F,36-45,9,B,3,1,3,4.0,,5372
25851,1002100,P00036342,F,26-35,0,C,4+,0,5,8.0,,7144
25852,1003740,P00010742,M,18-25,5,A,1,0,1,8.0,17.0,19203
25853,1005250,P00237642,M,51-55,6,B,4+,1,5,14.0,,8619
25854,1002060,P00070042,M,0-17,1,C,3,0,1,2.0,16.0,11865
25855,1004130,P00121342,M,36-45,6,B,4+,1,1,5.0,18.0,19390
25856,1001851,P00346042,M,26-35,19,B,4+,1,6,8.0,15.0,8738
25858,1003475,P00145642,M,26-35,14,A,1,0,1,8.0,17.0,4365
25859,1004888,P00120342,F,55+,0,B,4+,0,5,17.0,,8857
25860,1003897,P00217542,M,55+,17,C,3,0,1,2.0,11.0,19512
25861,1002389,P00197542,M,26-35,16,A,0,1,5,,,3430
25863,1000797,P00176842,F,51-55,7,C,1,0,12,14.0,,745
25865,1005634,P00110042,M,26-35,14,A,3,1,5,14.0,,1976
25866,1003670,P00352142,M,46-50,14,C,2,0,1,6.0,16.0,19101
25867,1001884,P00246942,M,46-50,20,B,1,1,17,,,10363
25868,1002972,P00288342,M,26-35,4,A,3,1,8,,,9809
25869,1001861,P00370242,M,51-55,16,A,1,1,5,,,5177
25870,1005459,P00249542,F,0-17,10,C,0,0,1,5.0,15.0,15620
25871,1001980,P0099442,M,36-45,7,A,1,0,6,8.0,,12282
25873,1005365,P00170642,M,18-25,12,C,0,0,5,8.0,,7101
25874,1004447,P00240042,M,46-50,5,B,0,1,5,,,3749
25875,1001618,P00244142,M,51-55,0,C,4+,1,1,2.0,15.0,11850
25876,1005369,P00003442,M,26-35,15,A,1,0,4,5.0,8.0,2861
25877,1002852,P00003242,M,26-35,12,C,1,0,8,15.0,,9768
25878,1002730,P00190042,M,36-45,11,C,1,1,3,4.0,5.0,10593
25880,1004478,P00201342,M,0-17,12,A,1,0,1,2.0,9.0,11409
25881,1000271,P00259342,M,18-25,4,C,1,0,5,9.0,,8603
25882,1002070,P00117542,F,36-45,6,A,0,0,18,,,3890
25883,1002903,P00250842,M,26-35,16,B,2,0,8,,,4131
25884,1006025,P00303642,F,26-35,1,B,1,0,8,14.0,,5993
25885,1005624,P00101942,M,26-35,7,C,1,0,8,17.0,,7902
25886,1001301,P00259042,F,26-35,2,C,1,1,5,,,5224
25887,1002252,P00161942,F,18-25,1,B,1,0,5,8.0,,8780
25888,1005838,P00115642,F,46-50,7,B,0,1,8,14.0,,7895
25889,1005805,P00248942,F,26-35,0,B,1,1,1,6.0,14.0,19681
25890,1004964,P00085242,M,36-45,0,A,1,1,8,14.0,17.0,9956
25891,1005429,P00220342,F,26-35,1,B,3,0,5,,,3534
25892,1004290,P00150942,M,26-35,17,C,1,0,6,11.0,13.0,19917
25893,1003816,P00074642,F,26-35,3,A,1,1,5,9.0,14.0,3646
25895,1005605,P00050242,F,18-25,2,A,0,0,8,,,4024
25896,1005771,P00254242,M,26-35,7,A,1,0,5,11.0,12.0,5255
25897,1002890,P00157642,M,36-45,7,B,2,1,1,14.0,16.0,15684
25900,1001921,P00242742,M,55+,12,C,2,0,1,2.0,9.0,15293
25901,1002025,P00090942,M,55+,13,C,3,0,1,2.0,14.0,19398
25902,1000463,P00131542,M,26-35,7,A,4+,1,8,12.0,,8074
25903,1005860,P00329642,F,26-35,4,C,1,0,8,14.0,,3925
25904,1005282,P00190542,F,18-25,4,B,1,1,3,4.0,,8203
25905,1000474,P00112642,M,26-35,17,B,1,0,1,2.0,5.0,7649
25906,1003999,P00227942,M,36-45,17,B,4+,0,2,5.0,,9632
25907,1001160,P00238442,M,18-25,14,C,1,0,6,,,12054
25908,1003224,P00254142,F,26-35,14,A,3,1,8,,,7771
25910,1004797,P00103842,F,36-45,17,C,4+,1,5,,,8887
25911,1000757,P00187442,M,26-35,12,A,1,0,2,4.0,5.0,9964
25912,1005982,P00220142,M,36-45,1,B,4+,0,1,15.0,,8171
25914,1001274,P00083942,M,46-50,7,B,4+,1,12,14.0,,1757
25916,1004750,P00238542,F,26-35,0,A,2,0,5,14.0,,8709
25917,1004629,P00216342,F,18-25,4,C,2,0,3,4.0,5.0,13469
25918,1001149,P00042142,M,26-35,12,A,1,1,1,2.0,6.0,8077
25919,1000424,P00004242,M,26-35,17,A,3,0,1,6.0,8.0,11374
25920,1000735,P00174442,M,26-35,14,A,3,0,5,,,6900
25921,1004107,P00111142,F,26-35,0,B,1,0,1,15.0,16.0,19506
25922,1002223,P00329442,M,26-35,2,B,0,1,5,8.0,,7094
25923,1000287,P00161942,M,51-55,13,B,1,1,5,8.0,,6924
25924,1004139,P00002442,M,55+,14,B,1,1,8,15.0,,6048
25925,1004345,P00084242,F,26-35,14,B,1,0,8,14.0,,9987
25926,1003652,P00032442,M,26-35,12,B,3,0,5,,,5387
25927,1004936,P00065442,F,18-25,4,C,0,0,8,16.0,,3930
25928,1005163,P00085242,M,46-50,6,B,1,1,8,14.0,17.0,4034
25929,1001988,P00120542,F,26-35,1,B,2,0,8,14.0,,8032
25930,1005576,P00342742,M,26-35,4,C,3,0,8,14.0,,7845
25931,1002279,P00110942,M,51-55,7,B,2,1,1,2.0,,19707
25933,1001264,P00336942,M,26-35,1,A,3,0,5,,,5180
25935,1001418,P00052042,M,18-25,4,A,1,1,1,,,8089
25936,1005795,P00036842,M,26-35,1,A,1,1,1,14.0,16.0,8215
25938,1002243,P00086042,M,46-50,2,C,1,1,8,14.0,17.0,10080
25940,1001671,P00121242,M,36-45,0,B,2,0,2,,,13084
25941,1004647,P00356842,M,36-45,20,B,1,1,8,16.0,,4150
25942,1001369,P00150142,M,26-35,5,B,1,1,8,,,9978
25943,1005848,P00289942,M,51-55,20,A,0,1,3,4.0,5.0,7933
25944,1001883,P00004842,F,51-55,0,B,1,1,3,4.0,12.0,5731
25945,1000689,P00163242,F,51-55,0,A,0,1,1,8.0,14.0,11745
25946,1002020,P00184942,M,26-35,7,B,0,1,1,8.0,17.0,11849
25947,1001284,P00048042,M,46-50,16,A,1,1,1,6.0,8.0,15595
25948,1005197,P00340242,F,55+,3,C,3,1,18,,,3046
25949,1004819,P00218942,M,36-45,18,B,1,0,5,,,5342
25950,1000419,P00359242,M,18-25,3,C,1,0,1,5.0,17.0,15895
25951,1001421,P00242742,F,0-17,10,A,1,0,1,2.0,9.0,7692
25952,1005684,P00041342,M,18-25,16,A,1,0,11,15.0,16.0,6093
25953,1005387,P00004342,F,26-35,1,B,4+,1,8,,,2100
25954,1001120,P00350942,M,18-25,4,A,0,1,3,4.0,5.0,13318
25955,1003991,P00317842,M,26-35,7,C,0,0,8,,,6168
25956,1004078,P00285342,M,26-35,15,C,0,0,5,8.0,,3622
25957,1000516,P00049942,F,55+,14,C,2,0,11,15.0,,3009
25958,1000721,P00181642,F,36-45,9,B,1,0,11,16.0,,4576
25960,1003159,P00211142,F,26-35,15,B,1,0,5,,,7001
25961,1001202,P00006942,M,36-45,12,B,0,0,1,5.0,6.0,8130
25962,1002748,P00031842,M,26-35,4,B,1,0,1,5.0,12.0,19669
25963,1000129,P00117442,M,26-35,11,C,2,0,5,14.0,,8806
25966,1001087,P00233942,M,26-35,16,B,1,0,1,15.0,,11565
25967,1002898,P00051442,M,18-25,4,B,4+,0,8,17.0,,7762
25968,1004928,P00303642,F,26-35,3,A,4+,0,8,14.0,,4109
25969,1001701,P00161942,F,26-35,4,B,1,0,5,8.0,,6883
25973,1002646,P00303342,M,46-50,17,C,1,1,1,16.0,,18997
25974,1002170,P00254142,F,51-55,16,C,2,1,8,,,5984
25975,1002276,P0098442,M,55+,13,C,1,1,7,8.0,,17022
25976,1001056,P00212442,M,0-17,0,C,1,0,11,16.0,,1711
25977,1000708,P00135742,M,26-35,0,C,2,0,6,8.0,,12172
25978,1002498,P00271442,M,55+,18,C,1,1,18,,,2376
25979,1004286,P00333342,M,36-45,17,C,0,0,5,8.0,,1748
25982,1002098,P00040242,M,36-45,20,A,0,1,5,16.0,,1841
25984,1000424,P00323642,M,26-35,17,A,3,0,8,,,10027
25985,1001151,P00187442,M,26-35,15,C,2,1,2,4.0,5.0,12753
25987,1004647,P00209242,M,36-45,20,B,1,1,8,,,5994
25990,1003217,P00136842,F,36-45,0,A,0,0,1,8.0,16.0,15386
25991,1001824,P00307642,F,18-25,4,C,2,0,5,6.0,,6883
25992,1001688,P00283942,F,18-25,4,C,4+,0,5,,,7061
25993,1001261,P00006942,M,18-25,4,C,2,0,1,5.0,6.0,15176
25994,1001016,P00286842,M,55+,16,C,3,0,5,8.0,,8677
25995,1004897,P00346042,M,36-45,16,B,3,0,6,8.0,15.0,12704
25996,1004060,P00285842,M,26-35,18,C,2,1,5,,,5201
25997,1002903,P00250342,M,26-35,16,B,2,0,16,,,16283
25998,1003292,P00342742,F,51-55,6,B,3,0,8,14.0,,7955
25999,1000824,P00024042,M,36-45,12,A,2,1,7,,,16771
26000,1000934,P00116642,F,36-45,7,A,0,0,5,,,6925
26001,1005291,P00112442,M,46-50,1,C,3,1,6,8.0,,12697
26002,1002818,P00017042,M,26-35,12,B,2,0,8,,,9820
26003,1001706,P00319142,M,26-35,20,B,1,1,5,14.0,,3429
26004,1003132,P00332142,M,36-45,7,C,3,0,8,14.0,,6048
26005,1003471,P00102242,M,18-25,4,A,1,0,8,12.0,,6131
26006,1000743,P00286242,F,0-17,2,A,2,0,5,,,5337
26007,1000647,P00303342,M,36-45,12,B,1,1,1,16.0,,11550
26008,1003648,P00143642,M,18-25,4,B,1,0,1,2.0,6.0,8109
26009,1003841,P00041942,M,46-50,18,A,4+,0,5,18.0,,5316
26011,1003216,P00330242,M,36-45,1,B,1,0,5,,,5417
26012,1002777,P00014042,M,18-25,4,B,2,0,1,,,19702
26013,1001281,P00031042,M,26-35,19,C,1,0,8,,,7848
26014,1003411,P00001642,M,18-25,4,A,4+,0,8,16.0,,8114
26015,1003902,P00274042,M,26-35,5,C,2,0,1,,,19001
26017,1005599,P00220242,M,36-45,7,A,1,0,3,12.0,,8322
26019,1000333,P00139942,M,36-45,2,A,0,1,5,,,8882
26020,1000697,P00100842,F,51-55,6,A,3,1,5,,,8699
26021,1002860,P00155142,M,36-45,17,A,2,0,1,16.0,,7701
26022,1002395,P00334242,M,36-45,7,C,1,0,1,8.0,,19373
26023,1002214,P00361442,F,26-35,1,C,4+,1,7,,,16664
26024,1000453,P00171542,M,18-25,4,B,1,0,2,5.0,14.0,6717
26025,1003603,P00159842,F,36-45,7,B,0,1,1,16.0,,11399
26027,1005786,P00022942,M,26-35,6,B,1,1,5,8.0,,5455
26030,1000333,P00220642,M,36-45,2,A,0,1,8,,,2128
26032,1003453,P00309142,M,36-45,7,C,1,0,1,16.0,,7595
26034,1004279,P00213042,M,26-35,16,B,1,0,1,2.0,15.0,19593
26037,1005345,P00156742,F,26-35,17,C,2,1,5,6.0,8.0,7055
26039,1003799,P00230942,M,18-25,0,C,4+,1,5,14.0,,7099
26041,1005888,P00303242,M,26-35,20,B,1,0,5,8.0,,8567
26042,1005837,P00111942,M,26-35,7,B,0,1,8,17.0,,7853
26043,1001343,P00368342,M,36-45,14,B,3,0,5,,,8839
26044,1000874,P00246342,M,46-50,15,C,2,1,11,15.0,,6001
26045,1004510,P00016342,M,46-50,7,A,4+,1,1,2.0,8.0,8103
26046,1001680,P00147642,M,26-35,20,A,3,1,1,2.0,,11714
26047,1000936,P00070342,M,18-25,4,C,4+,0,1,2.0,14.0,15834
26048,1001650,P00330042,M,26-35,19,C,1,0,5,,,7098
26049,1002986,P00198542,M,26-35,4,A,2,1,8,,,6010
26050,1004748,P00145042,M,46-50,16,B,3,0,1,2.0,5.0,15871
26051,1001880,P00058042,M,36-45,0,B,3,1,8,16.0,,8057
26052,1002860,P00112342,M,36-45,17,A,2,0,13,16.0,,942
26053,1003371,P00303042,M,26-35,2,A,3,0,5,,,6854
26054,1005367,P00170942,M,18-25,4,A,1,0,5,8.0,14.0,2043
26055,1004845,P00025942,F,26-35,1,B,3,0,8,14.0,,8112
26058,1003967,P00294042,F,18-25,2,A,1,0,8,14.0,,6119
26060,1001870,P00246142,M,55+,13,C,1,0,1,15.0,17.0,11444
26061,1001040,P00178942,M,26-35,11,C,1,1,5,8.0,,8757
26062,1001498,P00283942,M,18-25,4,A,2,0,5,,,5354
26063,1004670,P00265142,M,36-45,5,C,2,0,3,12.0,,10941
26064,1004508,P00249742,M,26-35,20,A,2,0,1,15.0,18.0,7777
26066,1003526,P00029242,M,36-45,2,B,1,1,8,,,3994
26067,1000110,P00322142,M,26-35,2,B,4+,0,1,14.0,,4364
26069,1005570,P00037142,M,26-35,1,B,3,0,1,2.0,5.0,15744
26070,1004126,P00224042,M,26-35,17,B,1,0,8,,,5875
26071,1004611,P00046442,F,18-25,4,A,2,0,8,,,7858
26072,1003118,P00119242,M,26-35,0,B,1,0,18,,,2383
26073,1002423,P00121642,F,46-50,9,C,2,1,5,14.0,,5424
26074,1003018,P00106742,M,36-45,0,B,0,0,3,5.0,,10857
26075,1004938,P00277642,F,18-25,4,A,3,1,2,3.0,10.0,10005
26076,1003261,P00081142,M,46-50,20,B,1,1,6,8.0,14.0,20202
26077,1005507,P00111842,M,46-50,7,C,1,1,8,,,9965
26078,1005749,P00010742,M,26-35,2,A,0,1,1,8.0,17.0,8171
26080,1003982,P00110942,M,55+,13,C,2,0,1,2.0,,15209
26082,1004388,P00049542,M,46-50,3,B,2,1,8,,,9797
26083,1002828,P00265242,M,18-25,4,C,2,0,5,8.0,,8639
26084,1004704,P00315842,M,18-25,20,C,1,0,5,,,5413
26086,1000885,P00034742,M,36-45,0,A,2,0,5,14.0,17.0,6915
26087,1000953,P00189642,M,51-55,20,B,1,1,8,13.0,,9786
26088,1002693,P00280742,M,55+,13,C,1,0,6,8.0,,20679
26089,1000922,P00304642,M,55+,16,B,2,1,2,14.0,15.0,10011
26090,1005787,P00113342,M,26-35,20,B,0,0,1,8.0,17.0,15758
26091,1004133,P00116742,M,46-50,4,C,2,0,11,,,7513
26092,1001647,P00057442,M,18-25,18,B,0,0,5,14.0,16.0,7160
26093,1002847,P00288542,M,18-25,4,A,3,0,8,,,10036
26094,1001926,P00057542,F,0-17,0,B,1,0,3,4.0,5.0,10974
26095,1005599,P00335742,M,36-45,7,A,1,0,5,,,1969
26096,1000509,P00102142,M,26-35,2,A,0,1,13,16.0,,581
26097,1001383,P00178342,F,26-35,7,A,1,0,8,,,9746
26098,1005831,P00264642,M,26-35,1,A,2,1,8,,,7795
26100,1001760,P00034742,F,26-35,3,C,1,1,5,14.0,17.0,8689
26103,1000044,P0099742,M,46-50,17,B,3,1,3,4.0,5.0,10851
26104,1002567,P00221342,M,26-35,0,C,1,0,1,2.0,5.0,15912
26106,1003082,P00111842,F,36-45,6,B,1,0,8,,,10026
26107,1005794,P00304142,M,36-45,17,A,1,0,5,11.0,,6880
26108,1005329,P00092542,F,26-35,5,B,1,0,8,14.0,,4201
26109,1004704,P00157542,M,18-25,20,C,1,0,8,14.0,,4238
26110,1005522,P00001842,M,26-35,14,B,0,0,16,,,16818
26111,1003394,P00086642,M,36-45,7,B,4+,0,8,,,8033
26112,1000026,P00027042,M,26-35,7,B,2,1,5,14.0,,5230
26113,1003602,P00111742,M,26-35,12,C,3,0,15,,,17045
26114,1004609,P00227842,F,26-35,4,B,0,0,2,5.0,,6777
26116,1001631,P00256642,F,51-55,0,C,4+,0,5,,,5334
26117,1003766,P00024242,F,18-25,1,B,1,0,5,,,5414
26118,1001084,P00121242,M,0-17,19,C,0,0,2,,,9604
26119,1001766,P00241642,F,46-50,0,C,0,1,1,2.0,11.0,11838
26120,1003265,P00218042,M,26-35,15,A,1,0,5,,,3435
26121,1001880,P00104842,M,36-45,0,B,3,1,8,,,6178
26122,1004647,P00110342,M,36-45,20,B,1,1,7,,,12545
26123,1005788,P00270942,M,26-35,0,A,4+,0,1,2.0,15.0,7715
26125,1002453,P00259742,M,26-35,7,B,0,0,8,14.0,,6173
26126,1000543,P00134042,M,26-35,5,B,4+,1,5,17.0,,5345
26128,1001883,P00029442,F,51-55,0,B,1,1,8,14.0,,10024
26129,1005123,P00325742,M,51-55,12,C,4+,1,2,9.0,,6754
26130,1005964,P00190042,M,18-25,5,B,1,0,3,4.0,5.0,8126
26131,1005161,P00109142,M,26-35,4,C,0,0,8,17.0,,9855
26132,1005794,P00000342,M,36-45,17,A,1,0,5,14.0,,6894
26134,1002918,P00199342,M,26-35,12,B,2,0,2,9.0,15.0,13155
26135,1003836,P00059442,F,51-55,8,B,1,0,6,8.0,16.0,12583
26136,1004373,P00281542,M,51-55,12,C,1,1,5,,,8611
26137,1001509,P00125942,M,0-17,0,B,3,0,1,2.0,15.0,11466
26139,1001426,P00350342,M,18-25,14,B,3,0,1,6.0,,15555
26141,1001467,P00312742,M,26-35,5,C,2,0,15,,,12762
26142,1002926,P00167942,F,18-25,2,B,1,0,1,5.0,,11809
26143,1005469,P00028442,M,36-45,12,C,2,0,1,8.0,16.0,11913
26144,1004210,P00187442,M,26-35,17,C,0,0,2,4.0,5.0,9686
26145,1001337,P00316842,M,55+,17,C,1,1,4,5.0,,2151
26146,1001912,P00101742,M,26-35,4,A,1,1,12,14.0,,354
26147,1003420,P00153842,F,26-35,7,A,3,0,8,14.0,16.0,10064
26148,1000767,P00149342,M,26-35,12,C,1,0,13,16.0,,749
26149,1001968,P00184942,M,26-35,11,B,2,0,1,8.0,17.0,19563
26150,1003892,P00156442,M,26-35,20,A,0,0,8,,,5922
26151,1001335,P00216542,M,36-45,0,C,1,0,8,,,6153
26152,1004625,P00277542,M,26-35,7,C,0,0,1,6.0,15.0,4112
26153,1002537,P00223142,M,36-45,11,B,0,0,5,,,3667
26154,1002872,P00365242,M,26-35,20,B,1,0,5,8.0,,6857
26155,1004591,P00047742,M,26-35,15,A,3,0,16,,,8632
26156,1005416,P00265242,F,26-35,5,C,3,0,5,8.0,,8582
26157,1001147,P00293542,M,26-35,20,B,3,1,8,,,7897
26158,1001451,P00151742,M,36-45,20,B,0,0,8,15.0,16.0,6126
26160,1005520,P00127842,M,46-50,1,C,0,1,1,2.0,15.0,15475
26161,1003054,P00010742,M,18-25,4,B,1,1,1,8.0,17.0,12015
26162,1000899,P00119442,F,26-35,1,B,3,1,5,,,6931
26163,1003939,P00301842,M,46-50,7,C,1,1,5,,,8580
26164,1003476,P00188942,M,51-55,0,B,2,1,8,,,9969
26165,1005172,P00021742,F,36-45,11,B,1,0,5,,,5451
26166,1000199,P00173742,M,18-25,4,B,1,0,1,5.0,8.0,11788
26167,1000053,P00129842,M,26-35,0,B,1,0,6,8.0,15.0,16306
26168,1002968,P00102642,F,18-25,0,A,2,0,4,8.0,9.0,2862
26169,1002091,P00088542,F,36-45,20,C,1,0,5,12.0,14.0,8599
26170,1000601,P00372445,F,18-25,20,B,3,1,20,,,597
26172,1000877,P00309142,M,26-35,0,B,1,1,1,16.0,,4285
26174,1005643,P00025442,F,36-45,1,A,3,1,1,2.0,9.0,15755
26175,1004578,P00162442,M,26-35,0,A,4+,0,1,16.0,,15762
26176,1000639,P00101342,M,46-50,17,B,2,1,6,8.0,,16278
26177,1000198,P00182642,M,26-35,12,A,0,1,2,4.0,9.0,12986
26178,1002071,P0095542,M,46-50,7,C,1,1,2,4.0,9.0,12850
26179,1001347,P00014542,F,18-25,1,C,0,0,8,,,8088
26181,1005394,P00033642,M,18-25,0,A,2,0,5,8.0,,6863
26182,1002030,P00176342,M,26-35,4,B,1,0,8,,,7952
26183,1002419,P00236342,M,26-35,0,B,3,1,5,14.0,,3607
26184,1005880,P00178442,M,26-35,1,A,1,1,5,,,6978
26185,1002380,P00180042,M,26-35,4,A,0,1,11,,,1708
26186,1001764,P00250642,M,18-25,0,B,1,0,11,,,3111
26187,1001301,P00346542,F,26-35,2,C,1,1,10,13.0,16.0,14504
26188,1005087,P00329242,F,26-35,6,B,1,1,5,14.0,,5371
26190,1002015,P00034842,M,18-25,4,B,4+,0,5,14.0,,3445
26192,1000438,P00212942,M,18-25,11,A,3,0,5,,,7010
26193,1005736,P00250242,M,26-35,1,A,3,1,5,,,7000
26194,1002997,P00351142,F,36-45,16,C,2,0,1,8.0,17.0,15463
26195,1004627,P00328442,M,55+,1,C,1,1,5,14.0,,8862
26196,1002105,P00159842,M,26-35,1,A,0,1,1,16.0,,8338
26197,1003400,P00339842,M,26-35,14,C,4+,1,1,14.0,15.0,15757
26198,1005357,P00294242,F,18-25,20,B,2,1,4,5.0,,2756
26200,1001680,P00058342,M,26-35,20,A,3,1,3,4.0,,10957
26201,1000877,P00008842,M,26-35,0,B,1,1,1,16.0,,12122
26202,1001983,P00217342,M,26-35,14,A,3,0,1,15.0,,7642
26203,1002724,P00275142,F,46-50,2,A,3,1,5,8.0,,5423
26205,1004388,P00255942,M,46-50,3,B,2,1,1,16.0,,19014
26208,1003756,P00344542,M,18-25,12,B,4+,0,16,,,16464
26209,1003018,P00205142,M,36-45,0,B,0,0,8,,,5928
26211,1002324,P00010842,M,36-45,17,C,3,0,8,16.0,,9727
26212,1005531,P00201342,M,51-55,17,C,0,1,1,2.0,9.0,15730
26213,1002748,P00106742,M,26-35,4,B,1,0,3,5.0,,13374
26214,1003569,P00220642,F,18-25,2,B,1,0,8,,,5949
26215,1002485,P00251842,M,36-45,14,C,3,1,1,15.0,16.0,11616
26216,1003012,P00057742,M,26-35,12,C,1,1,2,8.0,18.0,3582
26217,1002946,P00109542,M,36-45,16,A,0,1,8,14.0,17.0,6094
26219,1000123,P00040742,M,36-45,9,B,4+,1,1,5.0,,7996
26220,1000911,P00016342,M,51-55,0,B,3,1,1,2.0,8.0,15793
26221,1005306,P00035842,F,26-35,17,B,4+,0,5,6.0,9.0,5402
26222,1004071,P00174442,M,26-35,17,C,3,1,5,,,8763
26223,1004373,P00273442,M,51-55,12,C,1,1,12,14.0,17.0,1083
26224,1000445,P00173842,M,46-50,12,A,1,1,1,2.0,15.0,15616
26225,1004028,P00025442,M,26-35,4,A,2,0,1,2.0,9.0,15408
26226,1001285,P00180442,M,36-45,4,A,0,1,11,,,3045
26227,1004541,P00187342,M,0-17,10,B,1,0,4,5.0,15.0,1405
26228,1001331,P00251242,M,46-50,0,C,4+,1,5,11.0,,7028
26229,1000575,P00062842,M,26-35,12,B,0,1,1,2.0,13.0,19573
26230,1003855,P00211042,M,26-35,17,C,1,1,5,,,6931
26231,1006000,P00120042,M,46-50,17,B,2,1,1,2.0,,19229
26232,1000678,P00163442,M,26-35,0,A,0,1,6,8.0,13.0,15929
26233,1003931,P00338442,M,26-35,5,C,1,0,1,16.0,,12111
26234,1005359,P00302742,M,18-25,16,B,3,0,8,,,6125
26235,1000284,P00120342,M,26-35,12,B,3,1,5,17.0,,8899
26236,1000949,P00085942,M,51-55,17,B,4+,1,2,4.0,8.0,16258
26237,1005824,P00071442,M,18-25,12,B,1,0,15,17.0,,21181
26238,1005667,P00117142,M,36-45,7,B,1,1,2,17.0,,13084
26239,1005082,P00350142,M,36-45,1,C,4+,0,8,17.0,,9982
26240,1004773,P00129842,M,46-50,1,C,4+,1,6,8.0,15.0,16694
26241,1000355,P00117442,M,18-25,3,B,2,0,5,14.0,,6907
26242,1005290,P00265242,F,18-25,4,B,0,1,5,8.0,,8771
26243,1003892,P00190742,M,26-35,20,A,0,0,3,4.0,9.0,10929
26244,1003353,P00145742,M,36-45,17,A,3,0,1,2.0,,15192
26246,1003411,P00145442,M,18-25,4,A,4+,0,8,15.0,,7916
26247,1001106,P00116842,M,18-25,4,C,2,0,2,5.0,8.0,16344
26248,1000724,P00370642,M,51-55,13,B,2,1,8,16.0,,7759
26249,1005484,P00140742,M,46-50,17,C,4+,1,1,15.0,,15529
26250,1000208,P00358342,M,36-45,17,C,1,1,11,15.0,16.0,3189
26251,1003518,P00156442,F,18-25,7,A,2,0,8,,,9752
26252,1005682,P00305042,M,18-25,0,B,2,0,11,13.0,16.0,6066
26253,1002689,P00236942,M,26-35,12,B,0,0,12,,,1747
26254,1004506,P00260042,M,51-55,16,B,2,0,5,8.0,,8576
26256,1005441,P00299142,M,51-55,7,C,0,1,5,,,6879
26257,1003526,P00034742,M,36-45,2,B,1,1,5,14.0,17.0,5239
26259,1002589,P00128942,M,26-35,0,C,3,0,1,11.0,,19691
26260,1004447,P00303442,M,46-50,5,B,0,1,1,8.0,14.0,4474
26261,1004054,P00212942,M,36-45,3,B,1,0,5,,,7002
26262,1001697,P00278642,F,18-25,4,B,3,0,5,,,5430
26263,1002634,P00108542,M,55+,1,A,3,1,5,8.0,14.0,6938
26264,1002453,P00144242,M,26-35,7,B,0,0,5,14.0,,7098
26265,1002529,P00156842,F,36-45,9,A,3,0,4,5.0,,3429
26266,1002642,P00129542,M,26-35,0,C,0,0,8,14.0,,7941
26267,1001676,P00133542,M,18-25,4,B,4+,0,5,,,3473
26269,1004387,P00117642,F,18-25,4,B,0,0,10,16.0,,23727
26271,1003773,P00362342,M,36-45,6,B,1,0,5,,,8568
26272,1000780,P00154642,M,26-35,17,B,3,0,8,,,6055
26273,1005745,P00187842,F,18-25,4,B,1,1,1,16.0,,11385
26274,1003259,P00146742,F,18-25,4,A,2,0,1,13.0,14.0,15404
26275,1003207,P00014742,M,36-45,7,A,0,0,11,,,3000
26276,1004277,P00105242,M,36-45,16,A,0,0,11,,,6125
26278,1004287,P00066642,M,26-35,7,C,2,1,1,,,15558
26279,1004578,P00034742,M,26-35,0,A,4+,0,5,14.0,17.0,8621
26280,1005879,P00062742,M,36-45,7,A,4+,1,8,17.0,,6003
26281,1003724,P00115542,M,36-45,6,B,4+,0,8,,,6027
26283,1005886,P00320742,M,26-35,20,A,2,0,1,4.0,9.0,7758
26285,1001380,P00191242,M,0-17,10,C,0,0,3,4.0,12.0,8224
